339,21.400000,-157.797429
796,25.850000,-80.185260
751,26.020000,-80.240183
315,26.140000,-81.795000
788,26.450000,-80.101878
429,26.570000,-80.059085
251,26.630000,-81.872387
401,26.680000,-81.898955
18,26.740000,-81.406740
553,27.250000,-80.831178
768,27.270000,-82.530540
579,27.320000,-81.367043
313,27.600000,-81.501486
789,27.630000,-80.432813
230,27.640000,-80.393423
767,27.780000,-82.694739
766,27.890000,-82.324265
293,27.890000,-82.790722
736,27.950000,-81.923074
63,28.060000,-81.786049
757,28.060000,-82.459355
467,28.070000,-81.812234
11,28.110000,-81.624056
584,28.130000,-80.627390
576,28.220000,-81.293059
361,28.230000,-80.680889
583,28.230000,-80.698238
765,28.300000,-81.338012
573,28.420000,-80.752035
705,28.470000,-81.362895
320,28.540000,-81.377507
591,28.550000,-81.475879
781,28.560000,-80.815052
578,28.570000,-81.584661
760,28.620000,-81.250675
100,28.670000,-82.106923
581,28.700000,-81.347538
724,28.780000,-81.347362
136,28.800000,-81.640566
574,28.870000,-82.599168
735,29.060000,-82.054651
764,29.110000,-81.020134
729,29.190000,-82.083761
725,29.190000,-82.132731
838,29.270000,-81.099948
285,29.450000,-98.497421
389,29.560000,-81.237477
807,29.660000,-95.130076
135,29.680000,-82.367940
726,29.700000,-98.126991
103,29.710000,-82.648631
776,29.710000,-98.127966
819,29.810000,-98.740893
351,29.860000,-90.047145
805,29.880000,-81.298367
804,29.880000,-98.285363
738,29.940000,-90.104909
818,30.040000,-99.140817
176,30.110000,-95.607263
235,30.130000,-81.786692
300,30.130000,-84.345674
68,30.170000,-81.764096
468,30.180000,-93.219208
262,30.190000,-81.600562
374,30.240000,-81.552303
144,30.280000,-82.121438
295,30.290000,-81.727368
250,30.290000,-81.789245
307,30.310000,-81.605516
240,30.330000,-81.417257
733,30.370000,-81.596726
421,30.430000,-84.215300
299,30.430000,-91.026142
420,30.440000,-91.090594
479,30.450000,-84.279467
239,30.480000,-84.318377
478,30.540000,-84.216239
418,30.550000,-90.227644
188,30.600000,-87.903611
763,30.650000,-88.207642
749,30.670000,-81.462778
95,30.720000,-81.549510
823,30.840000,-83.978889
163,31.170000,-83.788916
407,31.440000,-100.479628
59,31.510000,-82.847066
391,31.690000,-98.975309
26,31.700000,-98.124370
173,31.720000,-98.985536
284,31.760000,-106.488585
200,31.800000,-97.515282
728,31.840000,-106.530971
669,31.850000,-96.796327
146,31.900000,-98.603887
352,32.000000,-102.089999
472,32.010000,-97.123356
242,32.030000,-102.091483
309,32.070000,-81.096677
279,32.080000,-81.089138
507,32.090000,-96.468091
212,32.090000,-98.345469
785,32.150000,-80.779153
504,32.180000,-95.857678
631,32.220000,-80.752778
670,32.220000,-98.222407
19,32.230000,-80.863109
821,32.260000,-107.768750
50,32.270000,-86.611389
317,32.340000,-90.077056
808,32.340000,-96.642953
542,32.350000,-97.385083
849,32.380000,-86.232492
368,32.380000,-86.304871
806,32.390000,-96.163333
175,32.410000,-98.818124
36,32.420000,-97.238368
150,32.430000,-80.674066
601,32.430000,-96.873605
668,32.440000,-97.683466
711,32.460000,-93.721558
201,32.490000,-80.949435
739,32.510000,-92.124297
731,32.540000,-92.067849
833,32.540000,-95.883143
431,32.550000,-94.371334
197,32.570000,-105.939028
48,32.570000,-80.283015
802,32.590000,-83.641578
147,32.590000,-96.308611
656,32.590000,-97.127470
174,32.600000,-96.767751
633,32.610000,-80.152594
343,32.610000,-96.951808
831,32.620000,-96.874188
399,32.660000,-117.041286
256,32.660000,-96.762505
650,32.660000,-97.004569
180,32.670000,-95.487313
539,32.670000,-97.078613
645,32.670000,-97.368950
844,32.680000,-114.624630
546,32.680000,-97.186941
550,32.690000,-97.271407
549,32.690000,-97.336823
231,32.700000,-114.637567
644,32.700000,-97.282870
520,32.710000,-96.843588
538,32.710000,-97.097534
632,32.720000,-80.085498
634,32.720000,-80.085498
143,32.720000,-80.268430
510,32.720000,-96.783416
643,32.720000,-97.237410
639,32.720000,-97.335129
548,32.720000,-97.434713
544,32.720000,-97.495585
617,32.730000,-79.975676
832,32.730000,-94.943703
516,32.730000,-96.822811
545,32.730000,-97.123682
266,32.730000,-97.484957
599,32.740000,-96.277918
514,32.740000,-96.700085
543,32.740000,-97.394745
672,32.740000,-97.632370
412,32.750000,-117.244968
202,32.750000,-81.210350
247,32.750000,-96.822036
509,32.750000,-96.830918
454,32.750000,-97.012701
642,32.750000,-97.259562
552,32.750000,-97.332953
80,32.760000,-79.831139
10,32.760000,-96.583523
470,32.760000,-97.799249
57,32.760000,-98.890193
373,32.770000,-79.973634
134,32.770000,-96.704987
646,32.770000,-97.409242
624,32.780000,-79.929373
234,32.780000,-79.930601
616,32.780000,-80.043882
519,32.780000,-96.800000
521,32.780000,-96.800000
277,32.790000,-79.876603
625,32.790000,-79.940148
618,32.790000,-79.942805
612,32.790000,-79.945353
613,32.790000,-79.948032
619,32.810000,-79.996488
49,32.810000,-80.002494
511,32.810000,-96.721766
480,32.810000,-96.773229
513,32.810000,-96.793943
354,32.810000,-96.949944
160,32.810000,-98.117639
512,32.820000,-96.807529
648,32.820000,-97.226831
471,32.820000,-97.418479
825,32.830000,-116.754328
508,32.830000,-96.752918
547,32.830000,-97.142381
635,32.840000,-79.814974
615,32.840000,-80.048905
